src,src_name,dest,dest_name,weight,edge_type
1,ABCA1,122,APOA1,0.19465247029438615,gene-gene
3,ABCC8,303,CACNA1A,0.11273722598950069,gene-gene
3,ABCC8,304,CACNA1B,0.14716272056102753,gene-gene
3,ABCC8,305,CACNA1C,0.10320524576430519,gene-gene
3,ABCC8,306,CACNA1D,0.20621645916253328,gene-gene
3,ABCC8,307,CACNA1E,0.23806403328975043,gene-gene
3,ABCC8,308,CACNA1G,0.1642296053469181,gene-gene
4,ABCF2,360,CASP9,0.24009510998924574,gene-gene
6,ABI1,287,BRK1,0.23162754562993845,gene-gene
6,ABI1,600,CYFIP1,0.15921712232132754,gene-gene
6,ABI1,601,CYFIP2,0.15057950094342232,gene-gene
6,ABI1,1575,NCKAP1,0.18663763937850794,gene-gene
6,ABI1,2709,WASF1,0.14029848156496882,gene-gene
6,ABI1,2710,WASF2,0.1966577706237634,gene-gene
6,ABI1,2711,WASF3,0.15872329535583654,gene-gene
7,ABI2,287,BRK1,0.19965765128533045,gene-gene
7,ABI2,600,CYFIP1,0.16624767907584706,gene-gene
7,ABI2,601,CYFIP2,0.224035137022535,gene-gene
7,ABI2,1575,NCKAP1,0.11396775549898545,gene-gene
7,ABI2,2709,WASF1,0.25893078053680557,gene-gene
8,ABL1,367,CBL,0.3110961075872183,gene-gene
8,ABL1,546,CRK,0.19555045602222285,gene-gene
8,ABL1,547,CRKL,0.23813604594518742,gene-gene
8,ABL1,767,ENAH,0.2605064312616984,gene-gene
8,ABL1,1015,GRB2,0.3052709388236205,gene-gene
8,ABL1,1535,MYC,0.236112292855978,gene-gene
8,ABL1,2071,RAC1,0.19666191656142473,gene-gene
8,ABL1,2072,RAC3,0.21551152442892393,gene-gene
8,ABL1,2118,RB1,0.2523092503737037,gene-gene
8,ABL1,2175,ROBO1,0.23917267099022865,gene-gene
8,ABL1,2176,ROBO2,0.16470596566796303,gene-gene
8,ABL1,2298,SHC2,0.209347544858853,gene-gene
8,ABL1,2299,SHC4,0.14772535736362138,gene-gene
8,ABL1,2439,STAT5A,0.2183321596433719,gene-gene
8,ABL1,2440,STAT5B,0.19634458050131798,gene-gene
9,ABL2,2071,RAC1,0.10517717812520762,gene-gene
9,ABL2,2072,RAC3,0.08825744936863582,gene-gene
19,ACP1,571,CTNNB1,0.1388118720302979,gene-gene
26,ACTB,27,ACTG1,0.1847892627120018,gene-gene
26,ACTB,28,ACTL6A,0.1612839587032795,gene-gene
26,ACTB,30,ACTN1,0.17841134515280524,gene-gene
26,ACTB,31,ACTN4,0.09244124653438728,gene-gene
26,ACTB,32,ACTR2,0.09859907192488511,gene-gene
26,ACTB,33,ACTR3,0.11145618325099349,gene-gene
26,ACTB,34,ACTR3B,0.11697574146091938,gene-gene
26,ACTB,35,ACTR3C,0.22241022111847997,gene-gene
26,ACTB,153,ARID1A,0.19607484542454282,gene-gene
26,ACTB,159,ARPC1A,0.13101910116771856,gene-gene
26,ACTB,160,ARPC1B,0.14055203588213772,gene-gene
26,ACTB,161,ARPC2,0.13417778753985962,gene-gene
26,ACTB,162,ARPC3,0.134389099975427,gene-gene
26,ACTB,163,ARPC4,0.1620197237158815,gene-gene
26,ACTB,164,ARPC5,0.1263870851447185,gene-gene
26,ACTB,165,ARPC5L,0.20116759184747934,gene-gene
26,ACTB,443,CFL1,0.16778657164347047,gene-gene
26,ACTB,444,CFL2,0.15061206432680288,gene-gene
26,ACTB,569,CTNNA1,0.19256168634941181,gene-gene
26,ACTB,570,CTNNA2,0.18688315463562807,gene-gene
