Drug A,Drug B,Cell Line Name,Score
Decitabine,Mitotane,RPMI-8226,-3.2222222222222223
Nilotinib,Cladribine,IGROV1,-6.0
Fulvestrant,Celecoxib,A549/ATCC,-5.0
Zoledronic acid,Tretinoin,T-47D,8.555555555555555
Dasatinib,Romidepsin,MDA-MB-231/ATCC,-7.555555555555554
Vorinostat,Azacitidine,DU-145,-3.7777777777777777
Zoledronic acid,Vorinostat,K-562,-1.4444444444444444
Thalidomide,Mitotane,SW-620,-2.2222222222222223
Thalidomide,Azacitidine,CAKI-1,-7.666666666666668
Everolimus,Nilotinib,NCI-H522,-4.777777777777779
Tretinoin,Celecoxib,OVCAR-4,1.4444444444444444
Zoledronic acid,Dasatinib,MDA-MB-468,-0.2222222222222222
Mitotane,Celecoxib,A498,0.3333333333333333
Everolimus,Paclitaxel,OVCAR-3,-0.8888888888888888
Zoledronic acid,Paclitaxel,OVCAR-3,8.333333333333334
Zoledronic acid,Tretinoin,HCT-116,1.7777777777777777
Docetaxel,Fulvestrant,NCI-H460,0.5555555555555556
Fulvestrant,Vorinostat,OVCAR-8,-3.555555555555556
Dasatinib,Tretinoin,PC-3,-0.2222222222222222
Zoledronic acid,Nilotinib,NCI-H522,-3.4444444444444446
Thalidomide,Mitotane,UACC-62,0.2222222222222222
Zoledronic acid,Dasatinib,SNB-75,6.333333333333332
Zoledronic acid,Sirolimus,NCI-H460,-0.3333333333333333
Zoledronic acid,Dasatinib,DU-145,-2.0
Zoledronic acid,Everolimus,DU-145,1.0
Zoledronic acid,Docetaxel,OVCAR-8,1.2222222222222223
Fulvestrant,Dasatinib,SF-268,1.6666666666666667
Fulvestrant,Sirolimus,HCT-116,-10.555555555555557
Azacitidine,Cladribine,DU-145,1.6666666666666667
Romidepsin,Sirolimus,KM12,0.3333333333333333
Zoledronic acid,Nilotinib,NCI-H460,-2.888888888888889
Dasatinib,Nilotinib,MCF7,-5.333333333333333
Zoledronic acid,Celecoxib,NCI-H460,-4.888888888888889
Docetaxel,Nilotinib,DU-145,2.333333333333333
Mitotane,Docetaxel,CAKI-1,2.4444444444444446
Dasatinib,Vorinostat,HCT-15,2.0
Dasatinib,Tretinoin,MDA-MB-468,-4.333333333333333
Thalidomide,Cladribine,RPMI-8226,-11.444444444444445
Zoledronic acid,Paclitaxel,SF-539,-7.888888888888887
Everolimus,Celecoxib,SK-MEL-28,-21.0
Romidepsin,Cladribine,MDA-MB-231/ATCC,8.888888888888891
Sirolimus,Cladribine,U251,-9.222222222222221
Mitotane,Everolimus,NCI-H522,2.2222222222222223
Dasatinib,Paclitaxel,SK-MEL-28,4.0
Fulvestrant,Sirolimus,HOP-92,-7.333333333333332
Fulvestrant,Celecoxib,KM12,-3.0
Docetaxel,Celecoxib,K-562,23.555555555555557
Docetaxel,Cladribine,A549/ATCC,-6.4444444444444455
Zoledronic acid,Sirolimus,HS 578T,2.1111111111111107
Docetaxel,Sirolimus,KM12,1.3333333333333333
Zoledronic acid,Dasatinib,A498,-0.8888888888888888
Thalidomide,Cladribine,NCI-H522,-1.5555555555555556
Everolimus,Tretinoin,SW-620,-2.2222222222222223
Zoledronic acid,Vorinostat,LOX IMVI,-2.6666666666666665
Romidepsin,Nilotinib,MDA-MB-231/ATCC,-4.888888888888889
Romidepsin,Tretinoin,NCI-H460,2.2222222222222223
Romidepsin,Tretinoin,KM12,1.2222222222222223
Vorinostat,Sirolimus,NCI-H522,-3.888888888888889
Docetaxel,Cladribine,SK-MEL-28,-3.888888888888889
Docetaxel,Fulvestrant,OVCAR-4,14.888888888888893
Mitotane,Cladribine,T-47D,-9.888888888888893
Dasatinib,Azacitidine,PC-3,-1.6666666666666667
Zoledronic acid,Everolimus,SK-MEL-2,-9.777777777777779
Vorinostat,Docetaxel,LOX IMVI,-3.7777777777777777
Fulvestrant,Paclitaxel,LOX IMVI,-20.88888888888889
Sirolimus,Nilotinib,SNB-75,-5.777777777777778
Mitotane,Docetaxel,PC-3,-4.333333333333333
Everolimus,Romidepsin,UACC-62,-2.888888888888889
Mitotane,Docetaxel,SK-OV-3,9.111111111111107
Docetaxel,Celecoxib,SW-620,12.222222222222221
Docetaxel,Cladribine,OVCAR-4,-4.2222222222222205
Zoledronic acid,Sirolimus,SF-295,1.4444444444444444
Zoledronic acid,Azacitidine,SK-OV-3,-2.4444444444444446
Sirolimus,Celecoxib,DU-145,-1.8888888888888888
Dasatinib,Paclitaxel,NCI-H522,-1.7777777777777777
Mitotane,Docetaxel,BT-549,-2.7777777777777777
Docetaxel,Celecoxib,LOX IMVI,16.88888888888889
Tretinoin,Cladribine,KM12,-3.555555555555556
Paclitaxel,Sirolimus,SNB-75,4.888888888888889
Azacitidine,Romidepsin,PC-3,1.0
Zoledronic acid,Dasatinib,SF-268,3.111111111111111
Everolimus,Cladribine,DU-145,-6.0
Megestrol acetate,Gefitinib,NCI-H460,4.0
Megestrol acetate,Gefitinib,SF-539,1.1111111111111112
Romidepsin,Paclitaxel,LOX IMVI,-2.333333333333333
Thalidomide,Sirolimus,BT-549,1.4444444444444444
Everolimus,Vorinostat,A498,-4.888888888888889
Zoledronic acid,Tretinoin,KM12,-7.555555555555554
Everolimus,Docetaxel,IGROV1,0.7777777777777778
Nilotinib,Tretinoin,HS 578T,4.4444444444444455
Dasatinib,Nilotinib,BT-549,-4.888888888888889
Dasatinib,Paclitaxel,DU-145,-3.2222222222222223
Romidepsin,Sirolimus,DU-145,-4.4444444444444455
Romidepsin,Paclitaxel,SK-MEL-5,-4.666666666666667
Gefitinib,Lenalidomide,OVCAR-3,-5.777777777777778
Azacitidine,Romidepsin,OVCAR-4,6.1111111111111125
Decitabine,Sirolimus,HOP-92,-5.222222222222221
Zoledronic acid,Nilotinib,A549/ATCC,-4.2222222222222205
Docetaxel,Celecoxib,OVCAR-3,19.444444444444443
Thalidomide,Tretinoin,MDA-MB-468,-0.1111111111111111
Sirolimus,Celecoxib,OVCAR-4,3.0
Zoledronic acid,Nilotinib,KM12,-4.777777777777779
Fulvestrant,Dasatinib,ACHN,-3.0
Zoledronic acid,Paclitaxel,T-47D,3.333333333333333
Azacitidine,Paclitaxel,A498,-17.22222222222222
Thalidomide,Azacitidine,RPMI-8226,-2.7777777777777777
Sirolimus,Tretinoin,PC-3,3.2222222222222223
Fulvestrant,Romidepsin,PC-3,-3.7777777777777777
Zoledronic acid,Azacitidine,SF-268,-2.1111111111111107
Vorinostat,Docetaxel,MDA-MB-231/ATCC,-2.7777777777777777
Azacitidine,Romidepsin,MDA-MB-231/ATCC,-0.2222222222222222
Sirolimus,Tretinoin,K-562,4.777777777777779
Fulvestrant,Romidepsin,SF-539,2.555555555555556
Azacitidine,Sirolimus,BT-549,-4.111111111111111
Docetaxel,Celecoxib,KM12,17.555555555555557
Dasatinib,Azacitidine,IGROV1,-10.0
Docetaxel,Paclitaxel,NCI-H460,1.3333333333333333
Docetaxel,Tretinoin,MDA-MB-468,24.777777777777786
Sirolimus,Nilotinib,MDA-MB-468,1.4444444444444444
Sirolimus,Cladribine,A549/ATCC,-6.1111111111111125
Zoledronic acid,Vorinostat,UACC-62,-3.333333333333333
Megestrol acetate,Gefitinib,HCT-15,-0.3333333333333333
Decitabine,Docetaxel,UACC-257,-4.333333333333333
Mitotane,Dasatinib,SNB-75,3.333333333333333
Mitotane,Tretinoin,MDA-MB-468,-0.6666666666666666
Dasatinib,Sirolimus,T-47D,-0.2222222222222222
Dasatinib,Nilotinib,T-47D,-16.555555555555557
Decitabine,Docetaxel,SF-539,-12.111111111111107
Thalidomide,Paclitaxel,SF-295,-3.555555555555556
Azacitidine,Docetaxel,UACC-257,-4.2222222222222205
Azacitidine,Nilotinib,K-562,-12.555555555555555
Fulvestrant,Sirolimus,SR,-4.666666666666667
Fulvestrant,Vorinostat,SR,-8.333333333333334
Dasatinib,Docetaxel,RPMI-8226,0.1111111111111111
Everolimus,Sirolimus,BT-549,1.0
Zoledronic acid,Celecoxib,HOP-92,-1.3333333333333333
Dasatinib,Azacitidine,SNB-75,-0.8888888888888888
Vorinostat,Celecoxib,SK-MEL-28,-15.777777777777779
Everolimus,Romidepsin,SW-620,0.2222222222222222
Vorinostat,Cladribine,SF-268,-9.777777777777779
Mitotane,Cladribine,HCT-15,-7.777777777777778
Fulvestrant,Nilotinib,NCI-H460,-1.8888888888888888
Azacitidine,Cladribine,SF-539,-18.0
Vorinostat,Docetaxel,OVCAR-8,1.3333333333333333
Everolimus,Sirolimus,SK-MEL-28,-8.333333333333334
Docetaxel,Nilotinib,K-562,-5.666666666666668
Sirolimus,Mitotane,A549/ATCC,6.777777777777778
Vorinostat,Paclitaxel,MDA-MB-468,-24.555555555555557
Mitotane,Sirolimus,OVCAR-3,-4.777777777777779
Megestrol acetate,Gefitinib,SK-MEL-5,-12.0
Mitotane,Azacitidine,BT-549,0.1111111111111111
Everolimus,Nilotinib,SF-539,-10.555555555555557
Fulvestrant,Romidepsin,K-562,5.222222222222221
Everolimus,Sirolimus,SW-620,0.1111111111111111
Fulvestrant,Cladribine,UACC-62,0.5555555555555556
Thalidomide,Sirolimus,RPMI-8226,-3.333333333333333
Zoledronic acid,Tretinoin,SR,-22.777777777777786
Sirolimus,Tretinoin,U251,6.777777777777778
Nilotinib,Tretinoin,DU-145,-4.333333333333333
Azacitidine,Sirolimus,A549/ATCC,-0.4444444444444444
Mitotane,Sirolimus,UACC-62,-2.555555555555556
